Entity,Regional Indicator,Year,Prevalence - Mental disorders - Sex: Both - Age: Age-standardized (Percent)
Afghanistan,Asia,2019,17.11761173310941
Armenia,Asia,2019,11.3801333584617
Azerbaijan,Asia,2019,10.42222905497398
Bahrain,Asia,2019,14.57068682037371
Bangladesh,Asia,2019,11.801304673787
Bhutan,Asia,2019,12.06935611096466
Brunei,Asia,2019,10.35537211259077
Cambodia,Asia,2019,12.36088748711275
China,Asia,2019,11.309431249460369
Cyprus,Asia,2019,15.701163118200482
Georgia,Asia,2019,11.05533740597836
India,Asia,2019,13.73323744336348
Indonesia,Asia,2019,10.67598500791958
Iran,Asia,2019,18.88764639244908
Iraq,Asia,2019,14.91283072781156
Israel,Asia,2019,14.48335929831232
Japan,Asia,2019,10.5753039422184
Jordan,Asia,2019,15.04172705658989
Kazakhstan,Asia,2019,10.61268963894921
Kuwait,Asia,2019,14.0464044450954
Kyrgyzstan,Asia,2019,11.26098469088897
Laos,Asia,2019,12.03965364907119
Lebanon,Asia,2019,16.4387512533598
Malaysia,Asia,2019,12.23016129438454
Maldives,Asia,2019,11.07296887753164
Mongolia,Asia,2019,11.26869850028543
Myanmar,Asia,2019,10.88694262118071
Nepal,Asia,2019,13.827173441881978
North Korea,Asia,2019,11.81044453090891
Oman,Asia,2019,13.7300889564849
Pakistan,Asia,2019,13.08327995771014
Palestine,Asia,2019,18.13966558803287
Philippines,Asia,2019,11.94447294585134
Qatar,Asia,2019,13.62765279058072
Saudi Arabia,Asia,2019,13.69706553457522
Sri Lanka,Asia,2019,11.45035888938492
Syria,Asia,2019,16.27946027996286
Taiwan,Asia,2019,10.59513298402737
Tajikistan,Asia,2019,11.03889070081673
Thailand,Asia,2019,12.04251722092067
Timor,Asia,2019,11.24495516473058
Turkey,Asia,2019,14.39793113493725
Turkmenistan,Asia,2019,10.5262575776601
United Arab Emirates,Asia,2019,12.531264391755409
Uzbekistan,Asia,2019,10.56245353282573
Vietnam,Asia,2019,9.51583474314308
Yemen,Asia,2019,16.40152229530048
