Entity,Regional Indicator,Year,Prevalence - Mental disorders - Sex: Both - Age: Age-standardized (Percent)
Afghanistan,Asia,2018,17.10424437055579
Armenia,Asia,2018,11.36941329516193
Azerbaijan,Asia,2018,10.39746285036543
Bahrain,Asia,2018,14.53889342711491
Bangladesh,Asia,2018,11.811772972581
Bhutan,Asia,2018,12.04153569452007
Brunei,Asia,2018,10.32895598280858
Cambodia,Asia,2018,12.38773158453598
China,Asia,2018,11.37025382159255
Cyprus,Asia,2018,15.63961626920334
Georgia,Asia,2018,11.00910960572924
India,Asia,2018,13.835812080244
Indonesia,Asia,2018,10.64726454692025
Iran,Asia,2018,19.02759788875312
Iraq,Asia,2018,14.92266813516939
Israel,Asia,2018,14.4722576389101
Japan,Asia,2018,10.60942316213795
Jordan,Asia,2018,14.96521978020204
Kazakhstan,Asia,2018,10.62162145914292
Kuwait,Asia,2018,13.9849322477558
Kyrgyzstan,Asia,2018,11.268464490702607
Laos,Asia,2018,12.02906957949367
Lebanon,Asia,2018,16.88125403203817
Malaysia,Asia,2018,12.21703333047691
Maldives,Asia,2018,11.09207814349748
Mongolia,Asia,2018,11.31954562320094
Myanmar,Asia,2018,10.88325028679475
Nepal,Asia,2018,13.80755748886979
North Korea,Asia,2018,11.76983231600784
Oman,Asia,2018,13.65911477671346
Pakistan,Asia,2018,12.97966255137154
Palestine,Asia,2018,18.14638918049872
Philippines,Asia,2018,11.93376416634127
Qatar,Asia,2018,13.53061684009762
Saudi Arabia,Asia,2018,13.64870301797684
Sri Lanka,Asia,2018,11.45342526133562
Syria,Asia,2018,16.15639208652944
Taiwan,Asia,2018,10.510506873889067
Tajikistan,Asia,2018,11.03581190502226
Thailand,Asia,2018,12.04733017415602
Timor,Asia,2018,11.20775582360208
Turkey,Asia,2018,14.42569354909114
Turkmenistan,Asia,2018,10.53808199318834
United Arab Emirates,Asia,2018,12.47000308089087
Uzbekistan,Asia,2018,10.56877103535397
Vietnam,Asia,2018,9.528350002911749
Yemen,Asia,2018,16.22094340308653
