Entity,Regional Indicator,Year,Prevalence - Mental disorders - Sex: Both - Age: Age-standardized (Percent)
Albania,Europe,2018,11.54789863353455
Andorra,Europe,2018,15.46192734759973
Austria,Europe,2018,15.80062018119572
Belarus,Europe,2018,12.6104759550271
Belgium,Europe,2018,14.98676208847509
Bosnia and Herzegovina,Europe,2018,11.500069622475513
Bulgaria,Europe,2018,11.13926842395397
Croatia,Europe,2018,11.68828846318334
Czechia,Europe,2018,11.14384072981683
Denmark,Europe,2018,14.16134555620892
England,Europe,2018,15.239700539216038
Estonia,Europe,2018,12.18310333718865
Finland,Europe,2018,14.904112599027531
France,Europe,2018,16.63718330754719
Germany,Europe,2018,15.058288605816289
Greece,Europe,2018,17.09373600088816
Hungary,Europe,2018,11.32894597855191
Iceland,Europe,2018,14.58182391676931
Ireland,Europe,2018,17.801417688336958
Italy,Europe,2018,15.01531246266366
Latvia,Europe,2018,12.61628934240562
Lithuania,Europe,2018,13.27272191717626
Luxembourg,Europe,2018,14.89859917121857
Malta,Europe,2018,15.6468505405238
Moldova,Europe,2018,12.83088203025457
Monaco,Europe,2018,16.04062581982285
Montenegro,Europe,2018,11.6441046255839
Netherlands,Europe,2018,16.56212445416321
North Macedonia,Europe,2018,11.34478053774899
Northern Ireland,Europe,2018,16.953629482649852
Norway,Europe,2018,16.05901958335621
Poland,Europe,2018,10.50271166174363
Portugal,Europe,2018,18.4731976471389
Romania,Europe,2018,11.11292607982357
Russia,Europe,2018,11.34798780320863
San Marino,Europe,2018,15.943052460644038
Scotland,Europe,2018,13.900119950118258
Serbia,Europe,2018,11.4030071527148
Slovakia,Europe,2018,11.21083437685386
Slovenia,Europe,2018,11.645314553736313
Spain,Europe,2018,18.6590102025605
Sweden,Europe,2018,15.31879823829502
Switzerland,Europe,2018,17.14053382962404
Ukraine,Europe,2018,12.3900988913785
United Kingdom,Europe,2018,15.14306895474774
Wales,Europe,2018,14.42125016193131
