Unnamed: 0,Country Name,Regional Indicator,Year,Life Ladder,Log GDP Per Capita,Social Support,Healthy Life Expectancy At Birth,Freedom To Make Life Choices,Generosity,Perceptions Of Corruption,Positive Affect,Negative Affect,Confidence In National Government
25,Albania,Central and Eastern Europe,2019,4.995317936,9.521909714,0.686364889,69.09999847,0.777351439,-0.10090977,0.914284289,0.548189282,0.273827374,0.336627871
73,Armenia,Commonwealth of Independent States,2019,5.4880867,9.569241524,0.781603873,67.09999847,0.844324112,-0.179026783,0.583472729,0.536562622,0.430463403,0.648066342
103,Austria,Western Europe,2019,7.195361137,10.92964458,0.964488804,70.90000153,0.90342766,0.055960763,0.457088888,0.727341115,0.205169737,0.512338281
120,Azerbaijan,Commonwealth of Independent States,2019,5.173389435,9.577898979,0.88675642,63.59999847,0.854248524,-0.217628807,0.457260668,0.576897144,0.163920254,0.857845366
162,Belarus,Commonwealth of Independent States,2019,5.821453094,9.866782188,0.916740477,66.0,0.656933606,-0.189935863,0.545904756,0.558989465,0.189821407,0.460812598
175,Belgium,Western Europe,2019,6.772138119,10.85856056,0.884230494,70.59999847,0.776203632,-0.176252663,0.672497511,0.699042499,0.243630841,0.327901155
226,Bosnia and Herzegovina,Central and Eastern Europe,2019,6.01552248,9.591153145,0.873141944,67.19999695,0.72156322,0.077330939,0.96290803,0.544666409,0.238068551,0.167970508
269,Bulgaria,Central and Eastern Europe,2019,5.108438015,10.05492973,0.948204398,66.30000305,0.821929872,-0.112818673,0.942806482,0.576582789,0.199888319,0.268381834
471,Croatia,Central and Eastern Europe,2019,5.625743866,10.28714275,0.935988724,68.59999847,0.739300609,-0.143352598,0.931614637,0.503806353,0.269154519,0.286501437
487,Cyprus,Western Europe,2019,6.136832714,10.63938046,0.776078045,72.40000153,0.740058005,-0.015705705,0.865294218,0.663419962,0.290225208,0.327287793
518,Denmark,Western Europe,2019,7.693003178,10.94753742,0.957706392,71.0,0.963318408,0.016351758,0.174150586,0.796859503,0.181070626,0.632999003
606,Estonia,Central and Eastern Europe,2019,6.034641266,10.49552727,0.934064329,69.19999695,0.886504352,-0.098686397,0.575754166,0.73842895,0.156279013,0.403306544
634,Finland,Western Europe,2019,7.780347824,10.79103756,0.93741554,71.0,0.947616696,-0.055772819,0.195338428,0.732282341,0.180732876,0.63918817
651,France,Western Europe,2019,6.689644337,10.73471642,0.958348095,72.09999847,0.827240825,-0.137017593,0.568272293,0.692844808,0.250415534,0.381849229
684,Georgia,Commonwealth of Independent States,2019,4.89183569,9.615089417,0.674976051,64.69999695,0.81053412,-0.262911677,0.647223175,0.502834857,0.243710026,0.405210346
701,Germany,Western Europe,2019,7.035472393,10.89440918,0.885667324,70.90000153,0.884751558,0.052630946,0.46225515,0.712461114,0.22617121,0.568460405
734,Greece,Western Europe,2019,5.952157497,10.29962921,0.890809536,70.90000153,0.613584101,-0.291155934,0.848003805,0.559758365,0.235946462,0.396424621
817,Hungary,Central and Eastern Europe,2019,6.000259876,10.39357376,0.94651556,67.19999695,0.798041046,-0.198927522,0.883571446,0.652892768,0.180348128,0.483934194
